Article,Current Form,Proposals by Political Parties,Political Party,Rationale,Proposal Type,Joint,Partner,Contributor,Commission’s Proposals,Part
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"ত্রয়োদশ সংশোধনীতে সংযোজিত অত্র পরিচ্ছেদটির মাধ্যমে নির্দলীয় তত্ত্বাবধায়ক
 সরকার ব্যবস্থা প্রবর্তিত হয়। পরবর্তীকালে পঞ্চদশ সংশোধনীর মাধ্যমে অত্র
 পরিচ্ছেদটি বিলুপ্ত করা হয়েছে। - - - অত্র পরিচ্ছেদটি (অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ
 পুনর্বহাল করতে হবে। 
 অবাধ, সুষ্ঠু, নিরপেক্ষ, অংশগ্রহণমূলক এবং গ্রহনযোগ্য নির্বাচন নিশ্চিত করতে
 সংবিধানের ত্রয়োদশ সংশোধনী বাতিল করে নির্বাচনকালীন নিরপেক্ষ তত্ত্বাবধায়ক
 সরকার ব্যবস্থা পুনঃপ্রতিষ্ঠা করতে হবে।",জাতীয় পার্টি (কাজী জাফর),,Amendment,Yes,"বিএনপি, বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী), বাংলাদেশের সমাজতান্ত্রিক পার্টি (বিএসপি), বাংলাদেশের বিপ্লবী কমিউনিস্ট লীগ, জাতীয়তাবাদী সমমনা জোট, বাংলাদেশ লেবার পার্টি, গণঅধিকার পরিষদ (নুর), গণঅধিকার পরিষদ (ফারুক) ও নাগরিক ঐক্য",,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"জাতীয় সংসদে প্রতিনিধিত্বকারী রাজনৈতিক দলসমূহের ঐক্যমতের ভিত্তিতে
 নির্বাচন কালীন সরকার গঠন হবে।",গণঅধিকার পরিষদ (নুর),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"বাংলাদেশের বিগত দিনে অনুষ্ঠিত ১২টি নির্বাচনের অভিজ্ঞতার আলোকে একটি অবাধ, সুষ্ঠু, গ্রহণযোগ্য, অংশগ্রহণমূলক নির্বাচনের স্বার্থেনির্বাচনকালীন তদারকি সরকার বা তত্ত্বাবধায়ক সকরারের ব্যবস্থা এবং তত্ত্বাবধায়ক সরকার ৩ মাসের মধ্যে নির্বাচন অনুষ্ঠিত করবে এমন বিধান সংবিধানে যুক্ত করা।",বাংলাদেশের সমাজতান্ত্রিক দল (বাসদ),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"সরকারের মেয়াদ শেষ হলে একটি নিরপেক্ষ অ - দলীয় তত্ত্বাবধায়ক সরকার
 গঠন করা হবে যাতে সুষঠু ও মুক্ত নির্বাচন নিশ্চিত করা যায়। রাষ্ট্রপতি প্রধান
 রাজনৈতিক দলগুলোর সাথে পরামর্শ করে তত্ত্বাবধায়ক সরকার গঠন করবেন।
 তত্ত্বাবধায়ক সরকারের ক্ষমতা সীমিত থাকবে, যা শুধুমাত্র নির্বাচন সম্পর্কিত
 কার্যক্রম এবং জনশৃঙ্খলা রক্ষার মধ্যে সীমাবদ্ধ থাকবে, যাতে নির্বাচন প্রক্রিয়ায়
 কোনো প্রকার প্রভাব বা পক্ষপাতিত্ব না হয়।",বাংলাদেশ জাতীয় পার্টি (বিজেপি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"বাংলাদেশে ভোটাধিকার ও গণতন্ত্র প্রতিষ্ঠায় এবং নির্বাচন প্রক্রিয়াকে অংশগ্রহণমূলক, স্বচ্ছ ও গ্রহণযোগ্য করার লক্ষ্যে ‘নির্বাচনকালীন অর্ন্তবর্তী সরকারে'র সাংবিধানিক কাঠামো প্রবর্তন। এক্ষেত্রে সংসদের উচ্চকক্ষ থেকে ‘নির্বাচনকালীন অন্তবর্তী সরকার' গঠনের প্রস্তাব বিবেচনা করা যেতে পারে।",গণসংহতি আন্দোলন,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"রাষ্ট্রকে সরকারের নির্বাহী বিভাগের হস্তক্ষেপের বাইরে আনা গেলে তত্ত্বাবধায়ক
 সরকার ব্যবস্থার আর প্রয়োজন হয় না। তবে আগামী দুই নির্বাচন তত্ত্বাবধায়ক
 সরকারের অধীনে হতে পারে",জাতীয় নাগরিক কমিটি,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"সংসদ নির্বাচনের নিরপেক্ষতা নিশ্চিত করিতে নির্বাচনকালীন সময়ে একটি তত্ত্বাবধায়ক সরকার রাষ্ট্র পরিচালনার দায়িত্ব পালন করিবেন। নির্বাচন কমিশন নির্বাচনের তারিখ ঘোষণার এক সপ্তাহের মধ্যে সংসদ ভাঙিয়া যাইবে এবং তত্ত্বাবধায়ক সরকার রাষ্ট্র পরিচালনার দায়িত্বভার গ্রহণ করিবেন। নির্বাচনের তারিখ ঘোষণার পূর্বে সরকার দলীয় প্রধান, বিরোধী দলীয় প্রধান ও প্রধান বিচারপ্রতি এই তিনজন মিলিত হইয়া একজন তত্ত্বাবধায়ক সরকার প্রধান নির্বাচিত করিবেন। যদি এই তিনজনের কমিটি তত্ত্বাবধায়ক সরকার প্রধান বিষয়ে ঐক্যমত্যে পৌঁছাইতে ব্যর্থহয় তখন সেই সময়ের অব্যবহিত পূর্বে অবসরপ্রাপ্ত প্রধান বিচারপতি তত্ত্বাবধায়ক সরকার প্রধান হিসাবে দায়িত্বপ্রাপ্ত হইবেন। তত্ত্বাবধায়ক সরকার প্রধান অন্তর্বর্তীকালীন মন্ত্রিপরিষদকে নিয়োগ প্রদান করিবেন, এবং তাহাদের সহযোগিতার অন্তর্বর্তীকালীন সরকার পরিচালনা করিবেন এবং নির্বাচন কমিশনকে নির্বাচন। পরিচালনায় সহায়তা করিবেন। নির্বাচন কমিশন নির্বাচনের ফলাফল ঘোষণার এক দিনের মধ্যে নির্বাচিত প্রধানমন্ত্রী শপথ গ্রহণ করিবেন এবং সরকারের দায়িত্বভার গ্রহণ করিবেন।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"ভোটাধিকার নিশ্চিত অবাধ ও নিরপেক্ষ নির্বাচন অনুষ্ঠানে প্রাতিষ্ঠানিক উন্নয়ন ও
 দেশের রাজনৈতিক সংস্কৃতির গুণগত উত্তরণ না হওয়া পর্যন্ত নির্বাচনকালীন দল
 নিরপেক্ষ তদারকি সরকার ব্যবস্থা অব্যাহত থাকবে।",বাংলাদেশের বিপ্লবী ওয়ার্কার্স পার্টি,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"জাতীয় সংসদের ""উচ্চকক্ষ” থেকে নির্বাচিত নির্দলীয় বা অদলীয় সদস্যের মধ্য
 থেকে রাষ্ট্রপতি নির্বাচনকালীন সরকার গঠন করবেন।",জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,নির্বাচনকালীন সরকারের মেয়াদ হবে ৪ মাস।,গণঅধিকার পরিষদ (নুর),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,"নির্বাচনকালীন সরকার' - এর অধীনে জাতীয় সংসদ, প্রাদেশিক পরিষদ,
 জেলা পরিষদ, উপজেলা পরিষদ, ইউনিয়ন পরিষদ, পৌরসভা ও সিটি
 করপোরেশনসমূহের নির্বাচন অনুষ্ঠিত হবে।",জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,২ক পরিষদ হিসাবে ত্রয়োদশ সংশোধনীর মাধমে যে অনুচ্ছেদ সন্নিবেশিত হয়েছিল এর স্থলে নির্বাচনকালীন নির্দলীয় তদারকি সরকার লেখা ও তার কাজ সনির্দিষ্ট করা সংশোধনীসহ পুনরায় স্থাপিত হইবে।,বাংলাদেশের কমিউনিস্ট পার্টি,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,৫৮(১): নির্বাচনকালীন সরকারঃ অবসান বা অন্য কোন কারণে সংসদ ভেঙ্গে গেলে পরবর্তী ৯০ দিনের জন্য একটি নির্দলীয় সরকার গঠিত হবে। নির্দলীয় সরকারের প্রধান হবেন একজন জাতীয় ব্যক্তিত্ব। তিনি সরকারী দল ও বিরোধী দলের ঐক্যমতে নিয়োগ প্রাপ্ত হবেন । তিনি প্রধান উপদেষ্টা নামে পরিচিত হবেন । তিনি একটি ছোট উপদেষ্টা পরিষদের মাধ্যমে রাষ্ট্রের রুটিন কাজ করবেন এবং নির্বাচন অনুষ্ঠানের সার্বিক সহযোগীতা করবেন।,খেলাফত মজলিস,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
বিলুপ্ত অনুচ্ছেদ ৫৮ (নির্দলীয় তত্ত্বাবধায়ক সরকার: অনুচ্ছেদ ৫৮খ হইতে ৫৮ঙ),,তত্ত্বাবধায়ক সরকার ব্যবস্থা বাতিল,বাংলাদেশ মুসলিম লীগ,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),"৫৯। (১) আইনানুযায়ী নির্বাচিত ব্যক্তিদের
 সমন্বয়ে গঠিত প্রতিষ্ঠানসমূহের উপর প্রজাতন্ত্রের
 প্রত্যেক প্রশাসনিক এককাংশের স্থানীয় শাসনের
 ভার প্রদান করা হইবে।
 (২) এই সংবিধান ও অন্য কোন আইন - সাপেক্ষে
 সংসদ আইনের দ্বারা যেরূপ নির্দিষ্ট করিবেন, এই
 অনুচ্ছেদের (১) দফায় উল্লিখিত অনুরূপ প্রত্যেক
 প্রতিষ্ঠান যথোপযুক্ত প্রশাসনিক এককাংশের মধ্যে
 সেইরূপ দায়িত্ব পালন করিবেন এবং অনুরূপ
 আইনে নিম্নলিখিত বিষয় সংক্রান্ত দায়িত্ব অন্তর্ভুক্ত
 হইতে পারিবে:
 (ক) প্রশাসন ও সরকারী কর্মচারীদের কার্য;
 (খ) জনশৃংখলা রক্ষা;
 (গ) জনসাধারণের কার্য ও অর্থনৈতিক উন্নয়নসম্পর্কিত পরিকল্পনা প্রণয়ন ও বাস্তবায়ন।",উক্ত অনুচ্ছেদ সমূহের কিছু সংশোধনী/সংযোজিত পরবর্তীতে প্রস্তাব করা হবে।,বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,"৬.২ স্থানীয় সরকার প্রতিষ্ঠান

কমিশন দক্ষ এবং কার্যকর স্থানীয় সরকার নিশ্চিত করতে, সকল স্তরের এলজিআই সংবিধানে উল্লেখ থাকার সুপারিশ করছে। বিদ্যমান স্থানীয় সরকার ব্যবস্থার সাথে সামঞ্জস্য রেখে, প্রাথমিকভাবে নিম্নলিখিত এলজিআই থাকবে-

(অ) বাংলাদেশের প্রতিটি ইউনিয়নে একটি ইউনিয়ন পরিষদ;
(আ) বাংলাদেশের প্রতিটি উপজেলায় একটি উপজেলা পরিষদ;
(ই) পৌরসভা; এবং
(ঈ) সিটি কর্পোরেশন।

৬.৩ জেলা সমন্বয় কাউন্সিল

কমিশন প্রতিটি জেলায়, একটি ‘জেলা সমন্বয় কাউন্সিল' প্রতিষ্ঠার সুপারিশ করছে যা সেই জেলার মধ্যে সকল এলজিআই-এর জন্য একটি সমন্বয় এবং যৌথ কার্য সম্পাদনকারী সংস্থা হিসাবে কাজ করবে। সিটি কর্পোরেশন ‘জেলা সমন্বয় কাউন্সিল' এর অংশ হবে না, কেননা অনুরূপ উদ্দেশ্যে তাদের নিজস্ব সমন্বয় কাউন্সিল থাকবে। ‘জেলা সমন্বয় কাউন্সিল' এর কাঠামো, দায়িত্ব এবং কাজের পরিধি প্রসঙ্গে কমিশন নিম্নোক্ত বিষয়গুলো সুপারিশ করছে -

৬.৩.১ ‘জেলা সমন্বয় কাউন্সিল' একটি নির্দিষ্ট জেলার মধ্যে সকল এলজিআই-এর নিম্নলিখিত নির্বাচিত প্রতিনিধিদের নিয়ে গঠিত
হবে -

(অ) প্রতিটি উপজেলা পরিষদ থেকে নির্বাচিত চেয়ারম্যান ও দুজন ভাইস চেয়ারম্যান
(আ) প্রতিটি পৌরসভা থেকে নির্বাচিত মেয়র ও দুজন ডেপুটি মেয়র প্রতিটি ইউনিয়ন পরিষদ থেকে নির্বাচিত চেয়ারম্যান।

‘জেলা সমন্বয় কাউন্সিল' এর সদস্যরা নিজেদের মধ্য থেকে চারজন ব্যক্তিকে নির্বাচন করবেন, যারা প্রত্যেকে এক বছর মেয়াদে
কাউন্সিলের সভায় পর্যায়ক্রমে সভাপতিত্ব করবেন।

৬.৩.২ _ প্রতিটি সিটি কর্পোরেশনের একটি ‘সিটি কর্পোরেশন সমন্বয় কাউন্সিল' থাকবে যা মেয়র, ডেপুটি মেয়র ও সকল কাউন্সিলরদের সমন্বয়ে গঠিত হবে।
৬.৩.৩ জেলা সমন্বয় কাউন্সিলের নিম্নলিখিত কার্যাবলী থাকবে-

(অ) সমগ্র জেলা বা জেলার মধ্যে একাধিক এলজিআই-এর সঙ্গে সংশ্লিষ্ট এমন উন্নয়ন পরিকল্পনার সমন্বয় করা এবং এই ধরনের পরিকল্পনা বাস্তবায়নের সাথে সংযুক্ত প্রতিটি এলজিআই থেকে তহবিল বরাদ্দের সমন্বয় করা।

(আ) জেলার অন্তর্গত প্রতিটি এলজিআই-এর বাজেট প্রণয়নে সহায়তা ও তহবিল সংগ্রহে পারস্পরিক সহযোগিতা করা।
(ই) রাষ্ট্রপতি নির্বাচনের জন্য উপরোল্লিখিত ৩.২.১ এ বর্ণিত পদ্ধতিতে নির্বাচক মন্ডলী (ইলেক্টোরাল কলেজ) এর অংশ হিসেবে ভোট প্রদান করা।

(ঈ) আইন দ্বারা নির্ধারিত অন্য সকল কার্য সম্পাদন করা।

৬.৪ নির্বাচন

(অ) কমিশন স্থানীর সরকারের কোনো প্রতিষ্ঠানের নির্বাচনে কোনো প্রার্থীকে নির্বাচন কমিশন কর্তৃক নিবন্ধিত রাজনৈতিক দলের জন্য সংরক্ষিত প্রতীক বরাদ্দ না করার সুপারিশ করছে।
(আ) কমিশন এলজিআই-এর সকল নির্বাচন নির্বাচন কমিশনের সরাসরি তত্ত্বাবধানে অনুষ্ঠানের সুপারিশ করছে।

৬.৫ স্থানীয় সরকার কমিশন

৬.৫.১ কমিশন একটি স্থানীয় সরকার কমিশন প্রতিষ্ঠার সুপারিশ করছে যা একজন প্রধান স্থানীয় সরকার কমিশনার এবং ৪ (চার) জন কমিশনার নিয়ে গঠিত হবে।

৬.৫.২ কমিশন সুপারিশ করছে যে,

(অ) স্থানীয় সরকার কমিশন সকল এলজিআই তত্ত্বাবধান করবে এবং তাদের সক্ষমতা বৃদ্ধি ও সুশাসনের জন্য প্রয়োজনীয় পরামর্শ দেবে।

(আ) স্থানীয় সরকার কমিশনের কাছে অসদাচরণের অভিযোগ তদন্ত করার ক্ষমতা থাকবে এবং প্রমাণিত হলে, সংশ্লিষ্ট ব্যক্তির বিরূদ্ধে স্থগিতাদেশ বা অপসারণসহ যেকোনো আইনানুগ ব্যবস্থা নিতে পারবে।

সংবিধান সংস্কার কমিশন

ই) এলজিআই সমূহের মধ্যে, কিংবা এলজিআই বা কোনো সরকারি বিভাগ কর্তৃক একে ওপরের বিরুদ্ধে অসহযোগিতাসহ অন্য যে কোনো অভিযোগ করলে, স্থানীয় সরকার কমিশনের উভয় পক্ষের বক্তব্য বিবেচনা করে প্রয়োজনীয় নির্দেশনা দেওয়ার ক্ষমতা থাকবে যা উভয় পক্ষের জন্য বাধ্যতামূলক হবে।",চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"বাংলাদেশের সংবিধানের ৫৯ এবং ৬০ অনুচ্ছেদে স্থানীয় সরকার কিভাবে গঠিত
 হবে এবং স্থানীয় সরকারের কাজের পরিধি সম্পর্কেবলা হয়েছে, কিন্তু কোথাও
 বলা নাই যে, জন - সেবা এবং জন - প্রশাসন সম্পর্কিত সমস্ত কর্মকান্ড একমাত্র
 স্থানীয় সরকার দ্বারাই পরিচালিত হবে এবং (একটি নির্দিষ্ট সময়ের মধ্যে) স্থানীয়
 সরকারের হাতে সমস্ত ক্ষমতা হস্তান্তর করা হবে।",নাগরিক ঐক্য,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"৫৯ ১. “... স্থানীয় শাসনের” পরে ‘পরিপূর্ণ’ শব্দটি যুক্ত হবে। ‘স্থানীয় সরকার’
 হতে পারে।",বাংলাদেশের কমিউনিস্ট পার্টি,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,স্বশাসিত স্থানীয় সরকার ব্যবস্থা প্রবর্তন করতে হবে।,জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"উপজেলা ব্যবস্থাকে' নির্বাচিত ও কার্যকর 'স্ব - শাসিত স্থানীয় সরকার' ব্যবস্থায় রূপ
 দিতে হবে।",জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,উচ্চকক্ষে উপজেলা ও মেট্রোপলিটন গভর্নমেন্টের প্রতিনিধিত্ব থাকবে।,জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,মহানগর ‘মেট্রোপলিটন গভর্নমেন্ট' ব্যবস্থা থাকবে। 'মেট্রোপলিটন গভর্নমেন্ট' কেন্দ্রীয় ফেডারেল সরকারের অধীনে থাকবে।,জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,বাচিত উপজেলা পরিষদ এবং মহানগর ‘মেট্রোপলিটন গভর্নমেন্টে' শ্রম - কর্মপেশার জনগণের প্রতিনিধিত্ব থাকবে।,জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,সংবিধানে ঘোষিত স্থানীয় শাসনকে স্থানীয় সরকার হিসাবে অভিহিত করা। স্থানীয় সরকার যেন স্বাধীনভাবে কাজ করতে পারে সেজন্য সংবিধানের ৫৯ ও ৬০ অনুচ্ছেদ সংশোধন করা। সংসদ সদস্যদের স্থানীয় সরকারের কর্মকাণ্ডের উপর সকল ধরনের হস্তক্ষেপ বন্ধ করার বিধান যুক্ত করা।,বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী),,Amendment,Yes,বাংলাদেশের বিপ্লবী কমিউনিস্ট লীগ,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,সংবিধানে ঘোষিত স্থানীয় শাসনকে স্থানীয় সরকার হিসাবে অভিহিত করা। স্থানীয় সরকার যেন স্বাধীনভাবে কাজ করতে পারে সেজন্য সংবিধানের ৫৯ ও ৬০ অনুচ্ছেদ সংশোধন করা। সংসদ সদস্যদের স্থানীয় সরকারের কর্মকাণ্ডের উপর সকল ধরনের হস্তক্ষেপ বন্ধ করার বিধান যুক্ত করা।,বাংলাদেশের বিপ্লবী কমিউনিস্ট লীগ,,Amendment,Yes,বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী),,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"কেন্দ্রীয় সরকারের ক্ষমতা বিকেন্দ্রীকরণ দ্বারা স্থানীয় সরকারকে আরও বেশি
 ক্ষমতা, সম্পদ এবং দায়িত্ব প্রদান করতে হবে।",জাতীয়তাবাদী সমমনা জোট,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,স্থানীয় সরকার নির্বাচনে দলীয় প্রতীক না থাকার বিধান রাখতে হবে,জাতীয় পার্টি (কাজী জাফর),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"কেন্দ্রীয় সরকারের নিয়ন্ত্রণ ছাড়াই সুনির্দিষ্ট আর্থিক সীমা পর্যন্ত জনহিতকর
 কর্মপরিধি সম্পাদনে স্থানীয় সরকারকে ক্ষমতা প্রদান করতে হবে।",জাতীয়তাবাদী গণতান্ত্রিক আন্দোলন (এনডিএম),,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"স্থানীয় শাসনের বদলে শক্তিশালী স্থানীয় সরকার প্রতিষ্ঠা। স্থানীয় সরকারের
 প্রতিনিধিকে নাগরিকরা ৩০% অনাস্থায় ভোটে প্রত্যাহার করতে পারবে। পুলিশ
 বা অন্যান্য নিরাপত্তা রক্ষীর দায়িত্ব স্থানীয় সরকারের কাছে থাকবে। উন্নয়ন
 পরিকল্পনা গ্রহণের দায়িত্ব ও ক্ষমতা স্থানীয় সরকারের হাতে থাকবে। উন্নয়ন
 পরিকল্পনা বাস্তবায়নের দায়িত্ব স্থানীয় সরকারের উপর একক বা সমন্বিতভাবে
 থাকবে। শিক্ষা, স্বাস্থ্য ও নাগরিক সেবা এবং বাজেট প্রণয়ন, কর সংগ্রহ ও
 সংরক্ষণের ক্ষমতা স্থানীয় সরকারের হাতে নিশ্চিত করতে হবে। উত্তোলিত কর
 স্থানীয় ও কেন্দ্রীয় সরকারের ভেতরে বন্টনের সুনির্দিষ্ট আইন তৈরি করতে হবে।",গণসংহতি আন্দোলন,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
অনুচ্ছেদ ৫৯ (স্থানীয় শাসন),,"স্থানীয় সরকার:
 (১) রাষ্ট্রের সেবা এবং জবাবদিহিতা জনমানুষের কাছাকাছি লইয়া আসিবার জন্যে
 স্বশাসিত এবং স্বচ্ছল স্থানীয় সরকার ব্যবস্থা বাস্তবায়ন করিতে হইবে। স্থানীয়
 সরকারই হইবে রাষ্ট্রীয় কর্মকাণ্ডের কেন্দ্রবিন্দু। কেন্দ্রের কোনরকম হস্তক্ষেপ
 ব্যতীত স্বাধীনভাবে স্থানীয় সরকার তার কর্মকাণ্ড পরিচালনা করিবে।
 (২) প্রতিটি জেলাতে জেলা সরকার হইবে স্থানীয় সরকারের সর্বোচ্চ অংশ
 কেন্দ্রের সাথে যাহার কোনো জবাবদিহিতার বন্দোবস্ত থাকিবে না। জেলা সরকার
 ছাড়াও জেলাতে উপজেলা পরিষদ এবং ইউনিয়ন পরিষদ থাকিবে।
 (৩) জেলা সরকার, উপজেলা পরিষদ এবং ইউনিয়ন পরিষদ নির্বাচিত প্রতিনিধি
 দ্বারা পরিচালিত হইবে। রাষ্ট্রীয় কাজ সম্পাদনের ক্ষমতা এবং দায়িত্ব এই তিন
 স্তরের ভিতর ভাগ করিয়া দেয়া হইবে। নির্বাচিত সরকার জেলার সার্বিক কার্যক্রম
 পরিকল্পনা, পরিচালনা এবং তদারকি করিবে।
 (৪) স্থানীয় সরকারের প্রতিটি ধাপের প্রশাসনিক কার্য সম্পাদনের জন্য
 জেলাভিত্তিক প্রশাসনিক ক্যাডার গড়ে তোলা হইবে। প্রাথমিক পর্যায়ে কেন্দ্রীয়
 প্রশাসনিক ক্যাডারদের পু
 নর্নিয়োগ দিয়ে জেলা ক্যাডার গঠন করা হইবে।
 (৫) প্রতিবছর কেন্দ্রীয় বাজেট প্রক্রিয়ার শুরুতে রাষ্ট্রীয় আয়ের হিসাব নিয়ে
 ন্যূনতম তিরিশ ভাগ হইতে পঞ্চাশ ভাগ পর্যন্ত আয় স্থানীয় সরকারের মধ্যে
 বণ্টন করে দেয়া হইবে। এই বন্টন এর হিসাব নির্ভর করিবে জেলার জনসংখ্যা,
 সামাজিক ন্যায়বিচারের ভাবনা ও জেলার বাজেট ব্যবহারের দক্ষতার মাপকাঠিতে।
 (৬) পুলিশ প্রশাসন স্থানীয় সরকারের কাছেই কেবল জবাবদিহি করবে।
 (৭) প্রতিরক্ষা, পররাষ্ট্র, অর্থ, পরিকল্পনা ও বৃহ ৎ অবকাঠামো ব্যতিত সকল
 মন্ত্রণালয় স্থানীয় সরকারের হাতে ন্যস্ত হইবে।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,চতুর্থ ভাগ (নির্বাহী বিভাগ)
